Disease,Text Pattern
cellulitis,"My skin is red, warm, and swollen it hurts to touch"
cellulitis,"There's a spreading rash on my leg, and it feels tender"
cellulitis,"The affected area is tender, and i noticed red streaks"
cellulitis,"My skin is hot to the touch, and it's painful"
cellulitis,I have a fever and the skin looks inflamed
cellulitis,"The redness is increasing, and it's throbbing"
cellulitis,"My leg is swollen, and the pain is getting worse"
cellulitis,"The affected area is tender, and the skin feels tight"
cellulitis,I have chills and the skin is warm and red
cellulitis,"The pain is sharp, and the area is swollen"
cellulitis,"I feel sick, and there's a painful bump on my skin"
cellulitis,"The redness is spreading, and it's itchy"
cellulitis,"It hurts to move, and the skin is swollen"
cellulitis,I have a headache and the skin is tender
cellulitis,"The area is warm, and there's a dull ache"
cellulitis,My skin feels hot and looks swollen
cellulitis,"There's a burning sensation, and the skin is red"
cellulitis,"The pain is constant, and the area is inflamed"
cellulitis,"I have a fever, and the skin is tender to the touch"
cellulitis,"The redness is increasing, and it's painful"
cellulitis,"My skin is warm, and there's a rash"
cellulitis,"I feel fatigued, and the skin is swollen"
cellulitis,"The area is tender, and it hurts to move"
cellulitis,I have a fever and the skin looks red
cellulitis,"The pain is sharp, and the skin feels tight"
cellulitis,"I feel unwell, and there's a bump on my skin"
cellulitis,"The redness is spreading, and it's sensitive"
cellulitis,"It hurts to touch, and the skin is swollen"
cellulitis,"I have a headache, and the skin is warm"
cellulitis,"The area feels hot, and there's a dull ache"
cellulitis,"My skin is red, and there's a burning sensation"
cellulitis,"There's swelling, and the skin is inflamed"
cellulitis,"The pain is constant, and the area is tender"
cellulitis,"I have chills, and the skin is red and warm"
cellulitis,"The redness is increasing, and it's itchy"
cellulitis,"My skin is hot to the touch, and it hurts"
cellulitis,"There's a spreading rash, and the area is tender"
cellulitis,"The affected skin is warm, and it's painful"
cellulitis,"I feel sick, and the skin looks swollen"
cellulitis,"The pain is sharp, and the skin is tender"
cellulitis,"I have a fever, and the redness is spreading"
cellulitis,"The area is swollen, and it hurts to move"
cellulitis,"My skin is warm, and there's a rash"
cellulitis,"There's a painful bump, and the skin is inflamed"
cellulitis,"The redness is increasing, and it's sensitive"
cellulitis,"It hurts to touch, and the skin feels tight"
cellulitis,"I have a headache, and the skin is red"
cellulitis,"The area feels hot, and there's a dull ache"
cellulitis,"My skin is red, and there's a burning sensation"
cellulitis,"The skin is tender, and the pain is constant"
chemical_burn,My skin feels like it's on fire after spilling a strong chemical on it
chemical_burn,There are red blisters forming where the chemical touched me
chemical_burn,I accidentally inhaled some fumes and now my throat is burning
chemical_burn,"It stings so much, even after washing the chemical off"
chemical_burn,My skin is peeling and it's really painful
chemical_burn,I have a rash that's spreading after exposure to a chemical
chemical_burn,I feel nauseous and dizzy since the chemical spill
chemical_burn,The affected area is swollen and really tender
chemical_burn,I have trouble breathing after being exposed to the chemical
chemical_burn,My eyes are watering and burning from the chemical exposure
chemical_burn,I can see blisters forming on my skin
chemical_burn,"The pain is intense, like a constant burning sensation"
chemical_burn,I have a headache and feel lightheaded since the chemical incident
chemical_burn,My skin is turning white where the chemical touched it
chemical_burn,I have a metallic taste in my mouth after the chemical exposure
chemical_burn,It's hard to move my fingers due to the burns
chemical_burn,The skin is cracked and oozing fluid
chemical_burn,I feel weak and fatigued after the chemical exposure
chemical_burn,My skin is numb in some areas where the chemical spilled
chemical_burn,There's a foul smell coming from the burned area
chemical_burn,The burn is deep and looks like it's getting worse
chemical_burn,I have a high fever after the chemical exposure
chemical_burn,I'm experiencing chills and shivering since the incident
chemical_burn,The skin is hard and leathery in the burned area
chemical_burn,I feel like i'm going to faint after inhaling the chemical
chemical_burn,I have a burning sensation in my stomach after swallowing a chemical
chemical_burn,My skin is raw and sensitive to touch
chemical_burn,I have trouble sleeping due to the pain from the chemical burn
chemical_burn,The area is turning black and looks infected
chemical_burn,I'm having trouble focusing and feel disoriented
chemical_burn,The skin is peeling off in layers
chemical_burn,I feel a tingling sensation in the burned area
chemical_burn,I have a persistent cough after inhaling the chemical
chemical_burn,"The pain is excruciating, like nothing i've felt before"
chemical_burn,I'm having trouble speaking due to throat pain
chemical_burn,My skin is red and inflamed after the chemical exposure
chemical_burn,I feel nauseated and can't keep any food down
chemical_burn,There's a burning smell coming from the affected area
chemical_burn,I have a burning sensation in my eyes after exposure to the chemical
chemical_burn,The pain is radiating down my arm from the burn
chemical_burn,I'm experiencing muscle weakness after the chemical incident
chemical_burn,The burn is hot to the touch and throbbing
chemical_burn,I feel like my skin is tight and stretched in the burned area
chemical_burn,I have a metallic taste in my mouth after inhaling the chemical fumes
chemical_burn,The skin is peeling off like a bad sunburn
chemical_burn,I'm feeling anxious and restless since the chemical exposure
chemical_burn,There's a tingling sensation spreading from the burn
chemical_burn,My skin is cracked and weeping fluid
chemical_burn,I feel a burning sensation in my chest after inhaling the chemical
chemical_burn,"The area is swollen and discolored, and it's getting worse"
chicken_pox,"I've been experiencing intense itching all over my skin, and it's driving me crazy. I also have a rash that's red and inflamed."
chicken_pox,"I'm feeling fatigued and have no energy. I can barely keep my eyes open during the day, and I've been feeling lethargic and unable to motivate myself."
chicken_pox,"I've had a high fever for the past few days. I don't know what's causing it. Also, I noticed rashes on my skin and it's hard for me to resist scratching."
chicken_pox,I've lost my appetite and can't seem to eat anything. I'm worried about my health.
chicken_pox,There are small red spots all over my body that I can't explain. It's worrying me. I feel extremely tired and experience a mild fever every night.
chicken_pox,"My lymph nodes are swollen, causing discomfort in my neck and armpits. I don't know what's causing it."
chicken_pox,"I'm feeling really sick and uncomfortable like something is wrong inside. I don't know what it could be. I noticed small red spots on my arms, which itches if I touch them."
